nom,prenom,dateNaissance,numeroLicence,sexe,club,pointsSimple,pointsDouble,pointsMixte
ROUX,Duc,2008-08-31,5310816,HOMME,BC Fréjus,822,,705
GAGNON,Léonie,1986-10-10,1388980,FEMME,Bad Club Bordeaux,1408,1359,1353
RICHARD,Hung,2010-12-25,5584949,HOMME,CS Lunel,572,518,528
LE,Vinh,1968-11-03,4504190,HOMME,BC Limoges,579,495,651
BECKER,Léa,1959-01-08,1950162,FEMME,Anjou Badminton,1042,1008,1079
AUBRY,Tanguy,1991-12-20,8149274,HOMME,Bad Finistère,1321,1263,1170
WAGNER,Amaury,2017-06-09,5715130,HOMME,ESM Vendôme,436,400,400
POULAIN,Nicolas,1994-04-06,7583938,HOMME,BC Cholet,1719,1601,1781
VINCENT,Bertrand,1995-08-20,5213017,HOMME,Picardie Bad,1974,1929,1923
BENALI,Hung,1982-07-01,4036407,HOMME,Bad Cambrai,786,725,763
SIMON,Yasmine,1980-10-26,3827445,FEMME,BC Rouen,772,866,644
CHEVALIER,Victoire,2010-11-03,6472201,FEMME,Bad Var,416,400,400
LECONTE,Catherine,2006-02-17,9804642,FEMME,BC Voiron,1715,1621,1658
FRANCOIS,Erwan,2016-07-08,7267738,HOMME,Rhône-Alpes Bad,448,535,400
NGUYEN,Océane,2014-11-03,7397798,FEMME,Hauts-de-France Bad,432,400,400
PHAM,Emmanuel,1979-04-23,6418273,HOMME,ASPTT Bordeaux,702,797,572
LOPES,Gilles,1989-08-22,6637955,HOMME,BC Sète,1496,1489,1499
PHAM,Julie,1985-10-19,7848147,FEMME,BC Aix-en-Provence,867,868,746
LEFEBVRE,Liam,1997-06-04,5317704,HOMME,BC Sélestat,768,,703
MULLER,Lan,2008-03-18,8512489,FEMME,BC Voiron,715,741,793
MASSON,Manon,1993-02-21,5783807,FEMME,BC Tours Nord,642,607,598
KLEIN,Huong,1978-06-27,9691162,FEMME,Picardie Bad,777,660,824
PREVOT,Hoa,2009-12-04,1185477,FEMME,Bad Nîmes,458,400,468
FOURNIER,Lola,2012-11-09,8936280,FEMME,ACBB Boulogne,407,400,400
FAURE,Nolan,2013-08-08,4049529,HOMME,BC Chartres,473,515,400
MEYER,Edouard,1998-09-08,8432272,HOMME,BC Besançon,1271,1134,1071
ROUX,Hugo,1969-03-30,8467726,HOMME,Shuttle Grenoble,1269,1200,1102
VASSEUR,Hung,2014-09-28,3531422,HOMME,BC Voiron,462,401,400
CLEMENT,Patrick,1994-09-06,6403625,HOMME,BC Aix-en-Provence,1721,1661,1682
BOURGEOIS,Loïc,2006-09-23,7081937,HOMME,BC Lorient,2104,2200,
PERRIN,Stéphanie,1995-09-09,3369015,FEMME,BC Paris 15,1414,1468,1452
BOUCHARD,Bryan,2012-07-20,2103723,HOMME,Grand Est Badminton,560,578,527
AUBERT,Nathan,1989-05-22,3735727,HOMME,Bad Club Rennes,1569,1580,1621
LEGROS,Yen,2003-03-02,7396852,FEMME,BC Vichy,1895,1911,1844
DUPUIS,Lan,2009-06-23,6225735,FEMME,Anjou Badminton,,,
VASSEUR,Rémi,1979-02-11,2956404,HOMME,BC Vichy,907,881,779
BENALI,Julien,2013-03-06,6832167,HOMME,Racing Club Paris,457,400,515
CHEVALIER,Lisa,2008-05-11,9067945,FEMME,Hauts-de-France Bad,722,584,627
SCHWARZ,Marc,1957-05-24,2111050,HOMME,BC Rouen,958,822,780
VALENTIN,Louis,1983-03-03,6228876,HOMME,ASPTT Lyon,700,682,551
MAILLOT,Amina,2007-11-21,7827697,FEMME,Levallois SC,467,408,400
TRAN,Maëlle,1958-05-26,1014047,FEMME,Shuttle Villeurbanne,1289,1235,1233
COSTA,Jacques,1990-05-20,5929127,HOMME,Bad Club Seine,1268,1358,1136
ROYER,Yumi,1968-03-26,1453097,FEMME,Bad Basque,469,447,523
DINH,Camille,2008-07-01,6425211,FEMME,BC Aix-en-Provence,437,400,400
BUI,Denis,1962-12-27,5709083,HOMME,ESM Vendôme,850,,667
DAVID,Nam,2010-06-22,6993578,HOMME,Bad Dijon,424,400,467
DURAND,Thomas,1984-03-24,5681136,HOMME,BC Tours Nord,,,
HENRY,Sakura,2015-10-05,4239977,FEMME,BC Vichy,432,400,434
PREVOT,Antoine,1959-11-10,5636263,HOMME,Pays de Loire Bad,620,509,533
LACOMBE,Julien,2001-02-18,6531717,HOMME,BC Besançon,1545,1531,1444
LEFEVRE,Quoc,2011-03-23,5024505,HOMME,PUC Badminton,532,534,441
COLIN,Florian,2012-06-29,3052947,HOMME,BC Amboise,501,548,400
FRANCOIS,Léa,2015-03-22,8110133,FEMME,BC Villefranche,418,408,457
PELLETIER,Zoé,1968-11-12,1508113,FEMME,BC Quimper,1082,1009,1089
LAURENT,Sandrine,1992-01-04,2139031,FEMME,Bad Toulon,1902,1908,1966
MARCHAND,Mélanie,1988-11-13,8093863,FEMME,BC Vichy,1048,1054,924
SCHWARZ,Adrien,1994-03-10,9859997,HOMME,BC Douai,852,898,831
BERTRAND,Amaury,1994-03-16,2517449,HOMME,ACBB Boulogne,761,692,807
LOPES,Dina,2003-10-18,4225237,FEMME,Bad Hérault,831,841,829
ROBERT,Antoine,1996-12-11,3315597,HOMME,BC Sélestat,,,
LACOMBE,Charlotte,1987-05-16,1836840,FEMME,Bad Club Seine,777,742,839
RICHTER,Ambre,1991-08-22,6248575,FEMME,Bad Amiens,,,
LEFEBVRE,Lola,1991-01-09,2381525,FEMME,BC Sélestat,809,846,680
MULLER,Minh,1986-05-25,8613046,HOMME,BC Marseille,806,804,768
LEFEBVRE,Guillaume,1955-07-24,5420173,HOMME,Chartreuse Badminton,576,666,648
ROUX,Hoa,2011-04-15,4915473,FEMME,Bad Isère,423,400,400
AUBRY,Mai,2015-03-30,4319539,FEMME,Pays de Loire Bad,427,444,
SIMON,Sara,1978-01-14,2591065,FEMME,Picardie Bad,825,767,834
KLEIN,Nathan,2005-02-11,9816538,HOMME,BC Sélestat,1531,1525,1611
BERNARD,Vinh,1959-09-22,7849334,HOMME,Shuttle Mulhouse,,,
DO,Renaud,2004-09-03,7238460,HOMME,Bad Brest,552,599,400
RENAUD,Kevin,2004-04-08,7160963,HOMME,Bad Ain,1315,1212,1324
MEUNIER,Ronan,1975-03-23,6357717,HOMME,Bad Riom,488,577,400
VINCENT,Sakura,1990-01-14,7758241,FEMME,PACA Badminton,780,691,638
NICOLAS,Simon,2006-05-02,2294596,HOMME,CS Lunel,646,738,497
GUICHARD,Alice,1982-12-05,2489849,FEMME,ASPTT Lyon,985,1017,940
AUBRY,Mathilde,1990-01-03,5261263,FEMME,Auvergne Bad,1888,1815,1720
ROBERT,Sara,1993-01-08,6742335,FEMME,BC Bayonne,886,797,793
MULLER,Erwan,2000-12-17,3409141,HOMME,Bad Var,2022,2058,1900
MEUNIER,Patrick,1998-12-23,7963701,HOMME,Île-de-France Badminton,1819,1785,1781
RENAUD,Margot,2014-08-27,6147356,FEMME,BC Tours,451,528,410
AUBRY,Tuan,2007-04-23,3385036,HOMME,ASPTT Lyon,604,540,487
DURAND,Lan,1991-07-10,8565826,FEMME,BC Marseille,1078,1014,1007
LEGRAND,Alexandre,2001-05-09,5809929,HOMME,Racing Club Paris,1432,1308,1267
ROBERT,Yuki,2003-11-26,5478471,FEMME,Normandie Badminton,789,723,834
RENARD,Haruka,1957-08-24,6168652,FEMME,Levallois SC,887,753,878
BECKER,Céline,1987-01-01,3353515,FEMME,CS Lunel,1430,1450,1484
BERNARD,Yumi,1989-12-23,6833015,FEMME,Nouvelle-Aquitaine Bad,1165,1197,1107
HOFFMANN,Elisa,2004-04-27,9128100,FEMME,CSMT Versailles,,,
BLANC,Léo,2010-11-10,3989732,HOMME,Anjou Badminton,664,583,499
LEFEBVRE,Laëtitia,1972-12-02,6150135,FEMME,BC Vichy,1142,,1024
ROUSSEL,Liam,2015-04-26,2542796,HOMME,BC Valenciennes,437,400,508
HOANG,Alexia,2007-06-21,8141807,FEMME,Normandie Badminton,882,961,707
BECKER,Nina,2003-03-08,6854387,FEMME,BC Rouen Nord,1783,1663,1848
MANSOURI,Isabelle,2002-03-04,2766340,FEMME,BC Bayonne,,,
BLANC,Paul,1966-12-20,2972869,HOMME,Picardie Bad,454,445,451
MATHIEU,Marc,2002-05-02,5638060,HOMME,Racing Club Paris,511,428,400
FAURE,Rin,2011-04-10,6516026,FEMME,BCMS Montpellier,416,400,400
WOLFF,Ronan,2004-06-30,8337735,HOMME,BC Charleville,,,
MAILLOT,Guillaume,2008-05-27,2284412,HOMME,Centre-Val Bad,771,848,615
PELLETIER,Célia,1979-09-24,2738615,FEMME,Shuttle Reims,1222,1095,1224
CLEMENT,Laëtitia,2007-07-16,4354493,FEMME,BC Limoges,593,550,673
CHARRIER,Rin,2007-12-03,2393146,FEMME,BC Marseille,454,540,400
LOPES,Bruno,1962-08-13,5625286,HOMME,Centre-Val Bad,449,531,466
CARVALHO,Sébastien,1970-03-09,4460833,HOMME,Shuttle Grenoble,1174,1094,1077
BLANC,Khoa,2014-10-31,6539968,HOMME,BC Sète,499,509,433
TREMBLAY,Nathan,1998-05-09,6318443,HOMME,BC Clermont,782,820,718
ADAM,Yann,1958-06-03,4525843,HOMME,Levallois SC,657,574,632
SIMON,Aïcha,1978-05-17,9769129,FEMME,Bad Cambrai,602,645,565
FAURE,Vinh,2008-01-12,5177785,HOMME,Île-de-France Badminton,839,696,678
BELLAMY,Tristan,2011-07-13,4139285,HOMME,BC Rouen,511,400,417
MOREL,Eva,2010-12-15,6058643,FEMME,BC Metz,455,520,517
AUBRY,Anaïs,1985-09-12,6861143,FEMME,BC Bourg,1272,1248,1200
GAUTHIER,Lan,1992-12-22,4507293,FEMME,Centre-Val Bad,619,630,463
DUMAS,Chloé,1993-04-23,3069153,FEMME,Bad Hérault,1495,1498,1507
SANTOS,Quoc,1974-11-20,8624921,HOMME,Bretagne Badminton,617,659,470
NGUYEN,Anne,1974-12-10,1389380,FEMME,Bad Var,642,566,629
BERNARD,Haruka,1969-10-31,8206700,FEMME,BC Rouen Nord,444,486,400
COLIN,Laëtitia,1999-05-09,7693542,FEMME,BC Toulon,662,606,664
KLEIN,Sara,1955-11-21,7279849,FEMME,BC Limoges,1171,1082,993
GARNIER,Quentin,2015-09-11,4876443,HOMME,BC Mulhouse,447,536,400
BERNARD,Sakura,1975-05-27,9874358,FEMME,BC Thiers,1157,1099,1006
RENAUD,Paul,2008-05-02,3266302,HOMME,Bad Dijon,681,534,728
DUMAS,Paul,2007-07-01,1545415,HOMME,Bad Var,609,587,545
PELLETIER,Aïcha,2008-08-25,5136245,FEMME,BC Mulhouse,797,766,799
DINH,Mai,1994-10-17,6912239,FEMME,BC Marseille,,,
HOANG,Mathieu,2012-01-07,4464495,HOMME,Shuttle Angers,404,402,400
FAURE,Sébastien,1961-10-22,4852656,HOMME,BC Thiers,1152,,1091
VINCENT,Yen,1994-11-20,1966878,FEMME,BC Amboise,,,
BOURGEOIS,Saki,2009-07-18,3070472,FEMME,BC Limoges,584,530,400
BRUN,Manon,2009-09-16,8972255,FEMME,BC Fréjus,426,400,490
BRUN,Eva,2009-10-19,7349543,FEMME,Nouvelle-Aquitaine Bad,582,613,400
NICOLAS,David,1979-01-24,5478234,HOMME,BC Villefranche,956,893,890
DUMAS,Sakura,1982-04-10,3938087,FEMME,BC Limoges,701,760,573
RICHARD,Lola,1955-12-16,9176609,FEMME,Bad Brest,,,
MULLER,Minh,2005-02-25,3363965,HOMME,BC Tours Nord,1047,1005,1080
ROBERT,Pascal,1980-04-08,3625944,HOMME,US Créteil Bad,971,966,899
CHARRIER,Axel,2010-05-13,7109621,HOMME,Bad Cambrai,660,613,547
CARON,Amina,2013-11-06,6694546,FEMME,CSMT Versailles,452,492,
GUICHARD,Emma,1996-09-22,5410115,FEMME,BC Lille,1248,,1096
WEBER,Amina,1963-06-24,2951364,FEMME,BC Paris 15,749,818,
WAGNER,Céline,1963-10-09,7699648,FEMME,BC Voiron,584,492,537
FERNANDEZ,Tom,2006-10-19,8340805,HOMME,BC Fréjus,1176,1184,1179
DUPUIS,Hoa,2006-02-19,8656958,FEMME,ASPTT Bordeaux,1443,1353,1356
CLEMENT,Théo,1989-05-29,4820131,HOMME,BC Toulon,1552,,
PEREIRA,Tom,1958-02-12,6891277,HOMME,BC Paris 15,,,
BERTRAND,Chloé,2007-04-23,3349482,FEMME,Bad Toulon,791,750,858
PEREIRA,Sarah,1980-07-14,8942634,FEMME,BC Grenoble,723,573,602
BOURGEOIS,Jean,1994-08-23,6016662,HOMME,PACA Badminton,,,
LEFEBVRE,Huong,2012-10-10,3627391,FEMME,Nouvelle-Aquitaine Bad,572,668,633
MERCIER,Dylan,1992-07-12,2524491,HOMME,BC Caen,960,989,969
LEGROS,Steven,1990-07-21,1113887,HOMME,Bad Saint-Étienne,862,891,906
GAGNON,Jacques,2013-07-21,4493598,HOMME,BC Perpignan,455,446,400
DUPONT,Thuy,1997-08-20,7563853,FEMME,Racing Club Paris,1378,,1281
ROUX,Quentin,2002-07-30,6344568,HOMME,Picardie Bad,1334,1186,1219
LOPES,Clara,1959-05-28,3106365,FEMME,Bad Dijon,,,
FRANCOIS,Simon,2010-11-01,1570665,HOMME,BC Cholet,570,430,528
NGUYEN,Clémence,2010-10-23,2143496,FEMME,BC Perpignan,633,523,540
BERTRAND,Stéphane,1988-11-07,2493479,HOMME,BC Pau,889,922,
AUBERT,Margot,1987-05-27,6318713,FEMME,Grand Est Badminton,1551,1503,1364
DAVID,David,1966-09-07,5877373,HOMME,Bad Var,,,
BARREAU,Gilles,2005-08-05,4759263,HOMME,BC Clermont,1476,1516,1350
RENARD,Célia,1974-04-30,9579612,FEMME,BCMS Montpellier,1193,1138,1266
LEGROS,Louis,1957-12-09,1813936,HOMME,BC Thiers,446,400,400
MASSON,Amaury,1958-07-17,8086809,HOMME,CS Lunel,556,542,546
SILVA,Sandrine,1990-12-08,9534501,FEMME,BC Amboise,1316,1397,1129
BONNET,Claire,2006-04-21,2264479,FEMME,Bad Ain,1864,1820,1725
MERCIER,Yasmine,1955-09-08,5978954,FEMME,Anjou Badminton,834,770,901
NGUYEN,Stéphane,1972-03-03,7436161,HOMME,BC Besançon,1015,992,1003
LE,Hugo,1981-01-15,3963479,HOMME,BC Quimper,1217,1068,1159
NGUYEN,Luna,2000-01-21,9382645,FEMME,BC Reims,762,730,821
BENALI,Inès,2009-07-17,2601693,FEMME,Bad Dijon,444,400,400
GUICHARD,Célia,1989-10-06,4980198,FEMME,Bad Isère,1252,1102,1299
AUBRY,Nam,2002-12-01,1052812,HOMME,PACA Badminton,1945,1856,1806
BENALI,Sakura,1977-05-21,2788903,FEMME,ASPTT Bordeaux,983,862,841
CHARRIER,Amina,2009-04-10,8124315,FEMME,BC Caen,427,486,431
AUBRY,Nathan,1976-09-11,8616667,HOMME,CSMT Versailles,767,657,780
CHEVALIER,Eva,2009-12-16,6290667,FEMME,BC Caen,552,504,400
BENALI,Marie,1988-08-07,1567186,FEMME,BC Rouen Nord,753,732,744
SIMON,David,2009-09-01,7733149,HOMME,Bad Finistère,524,404,
HOFFMANN,Hugo,1990-09-25,4175355,HOMME,Bad Brest,1530,1477,1474
FONTAINE,Rémi,1973-01-31,7823033,HOMME,Shuttle Angers,1118,987,986
BOURGEOIS,Nolan,1983-07-09,7052453,HOMME,BC Lorient,1074,1088,924
BUI,Océane,2004-01-01,5410391,FEMME,BC Rouen Nord,1116,1032,1101
MOREL,Olivier,1988-04-16,9948337,HOMME,BC Besançon,731,599,711
PHAM,Jacques,2000-07-12,6101916,HOMME,Bad Isère,1208,1255,1210
BRUN,Claire,1999-05-26,3037923,FEMME,Bad Saint-Étienne,894,756,760
HOFFMANN,Marc,1993-07-24,9148389,HOMME,BC Grenoble,1489,1494,1392
AUBRY,Vinh,1996-10-18,8922421,HOMME,Anjou Badminton,1249,1180,
DO,Laurent,2001-06-18,7973797,HOMME,Grand Est Badminton,,,
NGUYEN,Khoa,2000-10-21,6155599,HOMME,BC Voiron,1749,1614,1815
MARCHAND,Jérôme,2005-12-20,9157341,HOMME,Hauts-de-France Bad,563,599,427
SIMON,André,2011-12-12,5951858,HOMME,Bad Riom,452,527,430
BERTRAND,Cédric,1986-12-15,9696110,HOMME,Shuttle Angers,1567,1620,1646
ROUSSEL,Bryan,2000-05-27,5111472,HOMME,Colmar Bad,476,401,456
FOURNIER,Rin,1968-07-03,3870036,FEMME,BC Chartres,,,
RICHTER,Lan,2006-09-06,1935956,FEMME,BC Amboise,1443,1398,1474
PETIT,Florian,2011-05-06,1078180,HOMME,BC Rouen,474,400,518
PETIT,Damien,1985-03-01,4786393,HOMME,Centre-Val Bad,,,
THOMAS,Élodie,1992-08-22,7469075,FEMME,BC Paris 15,802,830,863
COSTA,Tristan,2003-07-07,7444109,HOMME,Bad Indre,1614,1490,1670
RENAUD,Marine,1988-07-31,7838382,FEMME,Levallois SC,1591,1654,1401
DELORME,Amandine,1961-04-15,2185763,FEMME,Grand Est Badminton,896,764,805
RICHARD,Rin,2010-08-27,7103748,FEMME,BC Sète,455,,400
DELORME,Gauthier,1960-02-04,6915170,HOMME,BC Nantes Ouest,1244,1219,1231
SCHULZ,Julien,1987-12-28,5067111,HOMME,Île-de-France Badminton,898,787,800
FAURE,Pierre,1959-07-29,3178113,HOMME,US Créteil Bad,1141,1068,
KLEIN,Raphaël,1997-02-01,9136933,HOMME,BC Marseille,1162,1057,1239
MEUNIER,Emmanuel,2014-04-21,7934973,HOMME,PUC Badminton,408,,400
LEGROS,Axel,2011-01-20,4390648,HOMME,Shuttle Grenoble,513,594,410
MULLER,Clémence,2012-12-03,2400418,FEMME,Bad Var,578,,563
BOUCHARD,Christophe,1972-09-23,6563732,HOMME,Normandie Badminton,580,627,618
DUPONT,Renaud,1969-03-20,4377767,HOMME,BCMS Montpellier,1263,1128,1135
BARREAU,Tuan,1980-01-31,5493144,HOMME,Bad Club Bordeaux,646,664,589
BOUCHARD,Stéphane,2015-07-21,8978604,HOMME,Bad Var,438,429,400
CARPENTIER,Camille,1967-02-10,5918715,FEMME,BC Amboise,1073,972,896
DINH,Vinh,1991-04-12,5109158,HOMME,Alsace Badminton,861,858,764
ROUX,Valentin,1994-07-19,3845703,HOMME,BC Caen,1859,1834,1701
FERRY,Thierry,1997-02-10,2258025,HOMME,Hauts-de-France Bad,1757,,1604
DAVID,Philippe,2013-06-06,9123562,HOMME,BC Villefranche,430,400,490
RENAUD,Juliette,2015-11-17,7339805,FEMME,Shuttle Mulhouse,431,408,
JACOBS,Bryan,1988-11-21,5956268,HOMME,Levallois SC,,,
POULAIN,Olivier,1994-07-26,3311667,HOMME,BC Quimper,,,
SCHNEIDER,Phuong,1956-05-14,8883444,FEMME,Shuttle Club Lyon,569,425,602
BOURGEOIS,Catherine,2001-07-16,3346543,FEMME,BC Tours Nord,1744,1708,1779
ROUSSEAU,Gilles,1982-11-17,8906975,HOMME,Chartreuse Badminton,593,,
POULAIN,Yumi,1975-10-23,1112955,FEMME,Shuttle Villeurbanne,,,
MATHIEU,Lucie,1992-01-03,3233988,FEMME,BC Fréjus,1872,1782,
MAILLOT,Stéphane,1988-02-20,8209597,HOMME,Bad Isère,549,576,434
BARBIER,Pauline,2011-05-19,7582395,FEMME,Bad Club Seine,407,457,
GAGNON,Amaury,1992-01-15,7948597,HOMME,BC Clermont,1602,1681,
MARTIN,Julien,2015-03-06,3996122,HOMME,Bad Ardennes,434,400,400
MARTINEZ,Alain,1990-02-22,5679300,HOMME,BC Bourg,546,450,420
LECONTE,Sandrine,1991-10-25,5471612,FEMME,Bad Hérault,1629,1505,1639
BONNET,Marine,2011-11-08,5540432,FEMME,Bad Dijon,437,492,
KLEIN,Thuy,1981-01-29,9644791,FEMME,BC Tours,614,498,682
LAMBERT,Sienna,1998-03-11,2977758,FEMME,BC Orléans,1790,1709,1610
CARON,Élodie,1971-06-06,9676997,FEMME,BC Pau,1081,1096,995
ROBERT,Renaud,1956-03-29,1841771,HOMME,BC Sète,,,
MERCIER,Hoa,2004-03-11,4342987,FEMME,Shuttle Angers,2154,2014,2108
BARREAU,Erwan,1982-05-18,7566356,HOMME,BC Le Mans,878,874,852
FERRY,Renaud,1967-02-28,4231847,HOMME,Bad Saint-Étienne,540,441,594
CHARRIER,Lan,2016-06-12,5088207,FEMME,BC Voiron,413,400,400
MEYER,Phuong,1991-09-20,6094232,FEMME,ESM Vendôme,1443,1439,1294
COTE,Robin,1962-02-02,4399754,HOMME,Alsace Badminton,785,808,646
CHARRIER,Nathan,1985-02-23,9082909,HOMME,Bad Cambrai,996,1071,930
MEYER,Jérôme,1960-09-22,6876286,HOMME,Bad Saint-Étienne,835,853,793
GIRARD,Laura,2010-07-31,6021014,FEMME,Badminton Nantes,528,568,400
THOMAS,Zahra,1986-07-09,5473936,FEMME,BC Aix-en-Provence,899,821,760
AUBERT,Léonie,1985-01-02,8218298,FEMME,BC Montpellier,927,869,823
HOFFMANN,Amandine,1998-12-18,6461852,FEMME,Nouvelle-Aquitaine Bad,1420,1440,1410
CARPENTIER,Arnaud,2011-01-25,4179299,HOMME,Bad Nîmes,,,
KLEIN,Alain,1955-03-13,4583762,HOMME,Bad Toulon,442,400,522
LACOMBE,Christine,1992-07-12,3583194,FEMME,ESM Vendôme,1346,1329,1173
JACOBS,Nolan,2011-09-24,1393330,HOMME,Bretagne Badminton,481,400,415
BUI,Khoa,1998-07-01,3821751,HOMME,BC Vichy,1128,1025,1064
MARTINEZ,Linh,2011-05-05,8935169,FEMME,Bad Hérault,448,400,487
LEFEVRE,Bruno,1990-10-02,4037143,HOMME,BC Chartres,667,561,589
LECONTE,Hoa,1986-07-28,5401782,FEMME,BC Charleville,1192,1202,
GUERIN,Fatima,1988-10-15,5077258,FEMME,Auvergne Bad,1592,1523,1398
FAURE,Léo,1975-05-09,5563573,HOMME,BC Limoges,1203,1061,
MARTIN,Marie,1987-01-19,3809939,FEMME,BC Metz,1238,1196,1248
FOURNIER,Frédéric,2007-11-12,2982728,HOMME,BC Rouen Nord,803,876,837
LEFEVRE,Hung,1998-11-21,4616065,HOMME,Normandie Badminton,1551,1453,1531
TREMBLAY,Valentin,2013-03-15,9715459,HOMME,Chartreuse Badminton,422,400,400
BRUN,Cédric,2013-10-20,5858523,HOMME,BC Strasbourg,466,411,514
WOLFF,Loïc,1984-05-31,3196570,HOMME,Pays de Loire Bad,1426,1362,1257
CARVALHO,Manon,1988-08-25,8867317,FEMME,Badminton Nantes,1483,1573,1300
MARTIN,Arnaud,2001-08-19,5808751,HOMME,BC Thiers,1502,1386,1319
BUI,Claire,1989-11-02,9062585,FEMME,Bad Basque,1194,1108,1025
GARCIA,Enzo,1968-10-10,9365931,HOMME,BC Aix-en-Provence,828,800,
BOURGEOIS,Yuki,1986-12-11,3122871,FEMME,Auvergne Bad,506,606,400
POULAIN,Dylan,1990-12-16,8733485,HOMME,Auvergne Bad,1732,1631,1566
MEYER,Amaury,2009-03-05,1374872,HOMME,BC Grenoble,514,499,400
BUI,Emma,1997-06-12,5575220,FEMME,BC Caen Maritime,650,624,612
BENALI,Christine,2015-05-08,4834248,FEMME,Bretagne Badminton,,,
PETIT,Thomas,2013-12-08,1508917,HOMME,BC Rouen Nord,445,400,472
DAVID,Léo,1964-06-29,3999845,HOMME,BC Rouen,885,919,793
GARCIA,Phuong,1966-05-02,5714350,FEMME,ESM Vendôme,1011,1087,1056
PERRIN,Nadia,2010-08-10,5494255,FEMME,BC Rouen Nord,567,522,495
BERNARD,Phuong,1980-03-16,7815424,FEMME,BC Toulon,1214,1233,1209
DAVID,Hugo,2013-02-04,9733019,HOMME,Bad Isère,423,400,400
ROYER,Amandine,1994-02-25,5369198,FEMME,BC Toulon,,,
MULLER,Léonie,2001-02-23,1217794,FEMME,BC Charleville,984,1083,990
CARVALHO,Minh,1977-01-23,4976274,HOMME,PUC Badminton,1217,1159,1187
BERNARD,Rémi,2009-11-17,7260990,HOMME,Bad Nîmes,,,
BERTRAND,Elisa,1999-12-30,7418162,FEMME,BC Metz,993,1022,806
GUERIN,Yumi,2012-01-10,3568539,FEMME,Île-de-France Badminton,489,400,400
BARBIER,Yuki,1965-10-19,3869365,FEMME,BC Vichy,827,756,777
DUPONT,Océane,1993-05-09,3219965,FEMME,Chartreuse Badminton,1924,1912,1927
LAMBERT,Dylan,1995-02-22,1279961,HOMME,BC Vichy,1876,1926,1791
GUICHARD,Ngoc,2000-08-15,8287570,FEMME,ESM Vendôme,1226,1085,1211
KLEIN,Enzo,2002-07-08,3473460,HOMME,Hauts-de-France Bad,1452,1496,1362
WEBER,Leila,1959-04-18,5054892,FEMME,BC Pau,560,472,586
COLIN,Agathe,1979-06-06,2265740,FEMME,CSMT Versailles,1040,1099,844
SCHNEIDER,Hugo,2010-11-21,5447281,HOMME,BC Besançon,611,696,628
HOANG,Mickaël,1958-03-09,1291577,HOMME,BC Voiron,796,855,863
MAILLOT,Florence,1969-05-08,2061499,FEMME,Shuttle Nancy,521,432,400
PELLETIER,Yasmine,2009-06-13,9997793,FEMME,BC Chartres,660,620,613
DO,Mickaël,1956-05-05,9702386,HOMME,Anjou Badminton,845,,670
ADAM,Léonie,1957-03-29,7293269,FEMME,Levallois SC,809,908,801
AUBRY,Thu,2011-08-28,9599735,FEMME,BC Bayonne,517,585,589
BLANC,Gilles,1973-05-29,8973457,HOMME,BC Grenoble,825,801,700
LECONTE,Sophie,1996-04-22,7652170,FEMME,BC Amboise,1736,1675,1558
LEFEVRE,Julie,1997-02-08,9593600,FEMME,Shuttle Toulouse,1814,1892,1830
FERRY,Denis,1999-01-05,4985579,HOMME,Anjou Badminton,1657,1673,1702
CARPENTIER,Stéphane,2005-03-13,4797091,HOMME,Picardie Bad,971,915,929
THOMAS,Ronan,1989-07-07,4665145,HOMME,BC Perpignan,1416,1349,1226
BONNET,Arnaud,2002-06-11,1620542,HOMME,BC Sélestat,1603,1690,1594
KLEIN,Amaury,1964-03-17,1304860,HOMME,BC Limoges,1091,944,995
RICHARD,Eva,1982-06-22,1389705,FEMME,BC Grenoble,1261,,1243
LECONTE,Pauline,2010-08-11,6245753,FEMME,Racing Club Paris,407,423,400
THOMAS,Isabelle,1995-11-20,4286904,FEMME,BC Villefranche,904,,
LECONTE,Nadia,1989-10-13,3653054,FEMME,BC Caen,814,837,762
WAGNER,Axel,2004-12-12,8163046,HOMME,PACA Badminton,1858,1734,1724
LAMBERT,Léonie,1984-02-05,4186153,FEMME,Bad Finistère,1391,,1228
ADAM,Haruka,1978-06-19,4745256,FEMME,Shuttle Grenoble,,,
NGUYEN,Nam,2006-06-12,7422144,HOMME,BC Sète,1231,1125,1127
TRAN,Elisa,2013-05-29,5050240,FEMME,Bad Club Bordeaux,479,400,400
WEBER,Ethan,1963-04-01,9625109,HOMME,BC Rouen,810,847,614
ROUSSEAU,Marie,2006-04-18,7007576,FEMME,US Créteil Bad,,,
GAUTHIER,Amandine,1991-08-20,7660425,FEMME,BC Sélestat,735,784,701
BONNET,Romain,1987-05-10,5030408,HOMME,Bad Club Bordeaux,605,601,424
GARCIA,Stéphanie,1991-06-23,4456251,FEMME,Nouvelle-Aquitaine Bad,705,693,630
SCHWARZ,Chloé,2012-04-15,2450092,FEMME,Shuttle Toulouse,439,400,435
DO,Pascal,2006-02-08,5614391,HOMME,Bad Var,2154,2063,2008
MEUNIER,Lilou,1998-09-17,6814072,FEMME,Bad Club Bordeaux,979,1025,
CHARRIER,Laurent,2015-12-25,2069713,HOMME,BC Cholet,403,492,400
CARPENTIER,Bryan,2011-02-09,7277263,HOMME,Bad Saint-Étienne,489,,522
GARCIA,Gaëtan,2013-09-15,4805113,HOMME,Centre-Val Bad,437,464,400
